"pond","year","doy","chl_rfu","chl_ugl","pc_rfu","pc_ugl","do_sat","do_mgl","pH","temp_C"
"Strickers",2023,194,37.8326666666667,151.121,23.1536666666667,23.2213333333333,15.1433333333333,1.325,6.52266666666667,21.8338333333333
"Strickers",2023,195,27.1176666666667,108.343333333333,18.6446666666667,18.6926666666667,133.66,11.2533333333333,8.84933333333333,23.8928666666667
"Strickers",2023,196,26.216,104.740333333333,18.7723333333333,18.822,104.92,8.62333333333333,8.86533333333333,25.1971666666667
"Strickers",2023,197,28.9883333333333,115.813666666667,21.9543333333333,22.0173333333333,133.21,10.958,9.14733333333333,25.1256
"Strickers",2023,198,32.165,128.492,27.408,27.494,112.283333333333,9.26766666666667,8.92233333333333,24.9708666666667
"Strickers",2023,199,33.0633333333333,132.079666666667,31.592,31.6956666666667,128.846666666667,10.7713333333333,9.07766666666667,24.2886666666667
"Strickers",2023,200,30.3396666666667,121.208666666667,30.8263333333333,30.9273333333333,150.62,12.5603333333333,9.354,24.4162333333333
"Strickers",2023,201,31.9273333333333,127.541666666667,34.1306666666667,34.2443333333333,145.613333333333,11.875,9.39233333333333,25.6471666666667
"Strickers",2023,202,37.2946666666667,148.973,41.72,41.8663333333333,101.186666666667,8.38966666666667,9.11833333333333,24.7050333333333
"Strickers",2023,203,35.088,140.158666666667,45.9676666666667,46.132,100.806666666667,8.27766666666667,9.02533333333333,25.2633
"Strickers",2023,204,39.2813333333333,156.903666666667,55.319,55.5233333333333,115.16,9.41833333333333,9.251,25.4288333333333
"Strickers",2023,205,62.629,250.112333333333,72.0956666666667,72.372,112.436666666667,9.13933333333333,9.071,25.8747
"Strickers",2023,206,89.3156666666667,356.648333333333,111.938666666667,112.383333333333,62.99,5.074,8.37233333333333,26.3376
"Strickers",2023,207,58.7396666666667,234.584666666667,73.318,73.598,91.9933333333333,7.25,8.932,27.4409666666667
"Strickers",2023,208,51.883,207.212666666667,62.8736666666667,63.1106666666667,73.4833333333333,5.86533333333333,8.37966666666667,26.8133666666667
"Strickers",2023,209,51.2446666666667,204.662333333333,53.4313333333333,53.6276666666667,76.6666666666667,5.91666666666667,8.60733333333333,28.5903333333333
"Strickers",2023,210,48.333,193.040333333333,46.713,46.8803333333333,51.2566666666667,4.13,7.554,26.3309666666667
"Strickers",2023,211,56.2023333333333,224.455,48.989,49.1673333333333,71.7033333333333,5.78566666666667,7.85733333333333,26.1394
"Strickers",2023,212,64.6386666666667,258.132,54.4773333333333,54.6773333333333,113.36,9.12166666666667,8.93533333333333,26.3472333333333
"Strickers",2023,213,48.3976666666667,193.294333333333,45.063,45.2233333333333,106.466666666667,8.63,8.67233333333333,26.0096666666667
"Strickers",2023,214,23.7583333333333,94.932,28.5336666666667,28.624,83.1233333333333,6.72033333333333,8.206,26.0854666666667
"Strickers",2023,215,40.611,162.208666666667,39.044,39.18,147.686666666667,11.8236666666667,9.151,26.6839666666667
"Strickers",2023,216,89.237,356.338,66.7583333333333,67.0113333333333,73.6533333333333,5.873,7.77133333333333,26.9003
"Strickers",2023,217,122.626333333333,489.636666666667,95.8476666666667,96.2236666666667,110.353333333333,8.75633333333333,8.734,27.0869
"Strickers",2023,218,114.291666666667,456.355,95.3846666666667,95.7603333333333,82.7466666666667,6.65933333333333,8.49033333333333,26.3290333333333
"Strickers",2023,219,112.072666666667,447.499666666667,101.930666666667,102.333,80.24,6.59066666666667,8.48,25.2114
"Strickers",2023,220,54.6706666666667,218.338666666667,65.202,65.4476666666667,128.143333333333,10.5703333333333,8.887,25.0506666666667
"Strickers",2023,221,29.1993333333333,116.655,50.1573333333333,50.3396666666667,143.63,11.728,9.38866666666667,25.6004333333333
"Strickers",2023,222,29.7513333333333,118.861333333333,50.4816666666667,50.666,87.7466666666667,7.256,8.93466666666667,24.9201
"Strickers",2023,223,34.732,138.739,48.2866666666667,48.4613333333333,25.08,2.062,7.50533333333333,25.0934666666667
"Strickers",2023,224,36.6573333333333,146.429,44.1196666666667,44.276,89.5133333333333,7.23366666666667,9.13566666666667,26.1302666666667
"Strickers",2023,225,49.6396666666667,198.255,50.0223333333333,50.2036666666667,72.32,5.846,8.70433333333333,26.031
"Strickers",2023,226,30.5823333333333,122.172666666667,39.0413333333333,39.1766666666667,68.0133333333333,5.71733333333333,8.40966666666667,24.0344
"Strickers",2023,227,31.3713333333333,125.324,34.382,34.498,73.0166666666667,6.43666666666667,7.51933333333333,21.5125666666667
"Strickers",2023,228,79.9426666666667,319.228333333333,53.1096666666667,53.305,142.33,12.285,9.28766666666667,22.6282666666667
"Strickers",2023,229,108.202333333333,432.046333333333,66.8246666666667,67.078,118.226666666667,10.1146666666667,9.39866666666667,23.0681333333333
"Strickers",2023,230,124.656333333333,497.734333333333,83.2346666666667,83.5563333333333,95.4366666666667,8.31733333333333,9.21,22.0791333333333
"Strickers",2023,231,99.3693333333333,396.783,81.4293333333333,81.7443333333333,84.8666666666667,7.42,8.94733333333333,21.9014
"Strickers",2023,232,106.081333333333,423.578666666667,68.586,68.848,87.54,7.29,9.154,24.5186666666667
"Strickers",2023,233,95.896,382.92,67.3586666666667,67.6143333333333,13.01,1.076,7.46833333333333,24.8630333333333
"Strickers",2023,234,105.396,420.846,65.5586666666667,65.806,36.7466666666667,2.99833333333333,8.182,25.6507
"Strickers",2023,235,99.0773333333333,395.619333333333,65.0833333333333,65.3303333333333,112.39,8.86366666666667,9.19933333333333,27.5171666666667
"Strickers",2023,236,99.474,397.203666666667,69.5573333333333,69.821,82.92,6.29166666666667,8.95066666666667,29.708
"Strickers",2023,237,84.7336666666667,338.362333333333,68.9943333333333,69.2553333333333,22.4466666666667,1.68866666666667,7.96833333333333,30.3203
"Strickers",2023,238,81.2093333333333,324.285333333333,60.21,60.4356666666667,54.9,4.26266666666667,8.12233333333333,28.3648666666667
"Strickers",2023,239,88.2623333333333,352.446666666667,60.8053333333333,61.0326666666667,75.6866666666667,6.33,7.427,24.2811333333333
"Strickers",2023,240,74.2706666666667,296.586666666667,56.8293333333333,57.04,55.55,4.694,7.59066666666667,23.8397666666667
"Strickers",2023,241,78.5406666666667,313.636,63.4076666666667,63.646,77.1966666666667,6.503,7.896,23.8804333333333
"Strickers",2023,242,76.0606666666667,303.734,61.1503333333333,61.3806666666667,125.306666666667,10.6056666666667,9.102,23.6312333333333
"Strickers",2023,243,82.2443333333333,328.418333333333,63.591,63.8313333333333,73.6133333333333,6.38566666666667,8.44533333333333,22.3982666666667
"Strickers",2023,256,53.1553333333333,199.069,69.0403333333333,71.931,99.5266666666667,9.05333333333333,9.193,19.9087333333333
"Strickers",2023,257,46.511,174.221666666667,66.5726666666667,69.3396666666667,129.27,12.013,9.58,18.8507333333333
"Strickers",2023,258,57.992,217.157666666667,65.3696666666667,68.08,74.5166666666667,6.947,8.39066666666667,18.6498
"Strickers",2023,259,57.4923333333333,215.284333333333,67.2726666666667,70.0753333333333,49.2366666666667,4.50333333333333,7.70533333333333,19.6302333333333
"Strickers",2023,260,52.6956666666667,197.349666666667,63.9456666666667,66.5826666666667,87.0866666666667,8.005,9.06033333333333,19.4230333333333
"Strickers",2023,261,55.1033333333333,206.353666666667,63.8446666666667,66.4786666666667,128.586666666667,11.6856666666667,9.62466666666667,19.9662
"Strickers",2023,262,73.058,273.493333333333,63.4416666666667,66.056,87.5,8.105,9.171,19.0241
"Strickers",2023,263,67.2866666666667,251.914666666667,62.7213333333333,65.2986666666667,109.286666666667,10.1506666666667,9.35366666666667,18.9116333333333
"Strickers",2023,264,71.964,269.405666666667,71.5513333333333,74.5653333333333,42.9166666666667,3.90333333333333,7.209,19.9669666666667
"Strickers",2023,265,66.9416666666667,250.621333333333,61.6636666666667,64.1886666666667,120.103333333333,10.684,9.60033333333333,21.0648333333333
"Strickers",2023,266,76.3726666666667,285.888333333333,63.111,65.7103333333333,106.41,9.511,9.396,20.8221
"Strickers",2023,267,82.0293333333333,307.044,67.2726666666667,70.0766666666667,104.86,9.46166666666667,9.495,20.3307
"Strickers",2023,268,83.0783333333333,310.969666666667,70.74,73.7133333333333,100.4,9.12366666666667,9.496,19.9797333333333
"Strickers",2023,269,81.179,303.856,69.986,72.924,93.7,8.432,9.363,20.4754
"Strickers",2023,270,76.025,284.59,61.326,63.837,56.46,5.205,7.108,19.2891
"Strickers",2023,271,60.815,227.707,53.086,55.187,67.53,6.23,7.117,19.2586
"Strickers",2023,272,61.107,228.805,54.958,57.152,77,7.094,7.565,19.2889
"Strickers",2023,273,64.047,239.794,52.372,54.439,117.48,10.633,9.277,20.2101
"Strickers",2023,274,65.878,246.648,51.038,53.039,114.78,10.147,9.365,21.3567
"Strickers",2023,275,55.26,206.938,50.369,52.336,78.94,6.877,8.843,22.1624
"Strickers",2023,276,74.623,279.347,55.4,57.617,65.42,5.704,8.45,22.162
"Strickers",2023,277,71.456,267.503,50.196,52.157,119.57,10.416,9.675,22.1443
"Strickers",2023,278,64.017,239.684,53.405,55.524,110.79,9.769,9.569,21.5146
"Strickers",2023,279,81.012,303.233,54.628,56.807,108.79,10.108,9.66,18.867
"Strickers",2023,280,88.763,332.225,60.247,62.703,110.33,11.355,9.79,14.035
"Strickers",2023,281,69.504,260.206,59.794,62.228,99.55,10.329,9.494,13.6508
"Strickers",2023,282,71.989,269.503,61.301,63.81,91.56,9.712,9.228,12.6909
"Strickers",2023,283,75.3,281.878,58.269,60.628,106.9,11.482,9.691,12.1199
"Strickers",2023,284,61.102,228.792,54.086,56.239,113.38,12.228,9.77,11.9287
"Strickers",2023,285,79.779,298.629,54.063,56.213,93.26,9.962,9.404,12.3755
"Strickers",2023,286,72.038,269.679,49.073,50.978,82.06,8.992,8.625,11.2525
"Strickers",2023,287,66.568,249.227,44.426,46.101,76.36,8.436,7.089,10.9051
"Strickers",2023,288,66.57,249.227,41.608,43.145,86.71,9.641,7.159,10.6268
"Strickers",2023,289,56.187,210.409,40.872,42.371,97.79,10.697,7.667,11.3179
"Strickers",2023,290,54.716,204.905,39.634,41.073,108,11.872,8.56,11.1075
"Strickers",2023,291,53.598,200.723,35.767,37.015,119.08,12.968,9.144,11.5107
"Strickers",2023,292,59.403,222.437,36.656,37.947,113.43,12.25,9.088,11.884
"Strickers",2024,90,16.099,64.9986666666667,3.722,3.70533333333333,111.77,13.319,8.75,7.70286666666667
"Strickers",2024,91,16.0316666666667,64.7263333333333,3.77966666666667,3.763,113.76,13.159,8.76133333333333,8.92676666666667
"Strickers",2024,92,16.752,67.632,4.06966666666667,4.05166666666667,112.66,13.0283333333333,8.73066666666667,8.93183333333333
"Strickers",2024,93,16.9396666666667,68.394,4.272,4.25233333333333,101.763333333333,12.077,8.23666666666667,7.86853333333333
"Strickers",2024,94,12.7463333333333,51.468,3.888,3.86866666666667,89.5866666666667,11.6233333333333,7.64566666666667,4.35586666666667
"Strickers",2024,95,13.0393333333333,52.6516666666667,4.15266666666667,4.13333333333333,95.2966666666667,12.5843333333333,7.83133333333333,3.68056666666667
"Strickers",2024,96,13.2456666666667,53.4813333333333,4.21766666666667,4.19766666666667,101.7,13.171,8.02533333333333,4.413
"Strickers",2024,97,12.2976666666667,49.652,3.64866666666667,3.63333333333333,114.43,13.8486666666667,8.464,7.0734
"Strickers",2024,98,14.1853333333333,57.2746666666667,3.75266666666667,3.73533333333333,119.283333333333,13.8616666666667,8.717,8.73663333333333
"Strickers",2024,99,20.707,83.5993333333333,5.257,5.233,106.676666666667,12.7623333333333,8.21566666666667,7.5388
"Strickers",2024,100,17.9603333333333,72.512,4.89533333333333,4.87466666666667,125.94,14.0753333333333,9.03166666666667,10.3762666666667
"Strickers",2024,101,20.4846666666667,82.707,5.16933333333333,5.14566666666667,135.173333333333,14.431,9.21366666666667,12.3616666666667
"Strickers",2024,102,22.0673333333333,89.092,5.69233333333333,5.666,152.973333333333,15.7883333333333,9.46966666666667,13.8823
"Strickers",2024,103,21.5026666666667,86.8103333333333,6.60666666666667,6.57833333333333,139.893333333333,14.615,9.45766666666667,13.3270333333333
"Strickers",2024,104,21.0366666666667,84.93,8.057,8.022,127.526666666667,13.2973333333333,9.59333333333333,13.4152
"Strickers",2024,105,14.9956666666667,60.5443333333333,8.32766666666667,8.29166666666667,132.183333333333,13.2743333333333,9.65966666666667,15.1344333333333
"Strickers",2024,106,11.0496666666667,44.6136666666667,10.381,10.337,152.756666666667,14.617,9.778,17.4215333333333
"Strickers",2024,107,11.061,44.6566666666667,12.1506666666667,12.1003333333333,169.516666666667,16.008,9.926,18.0180666666667
"Strickers",2024,108,13.8486666666667,55.9163333333333,12.7753333333333,12.72,104.48,10.3506666666667,9.48,15.7682666666667
"Strickers",2024,109,15.2446666666667,61.5496666666667,15.779,15.7146666666667,107.733333333333,10.7916666666667,9.498,15.2577666666667
"Strickers",2024,110,17.6613333333333,71.302,15.5796666666667,15.5146666666667,102.103333333333,10.7073333333333,9.37433333333333,13.1562333333333
"Strickers",2024,111,19.1356666666667,77.2563333333333,16.7166666666667,16.6473333333333,107.87,11.767,9.676,11.4115
"Strickers",2024,112,19.1333333333333,77.2473333333333,18.3596666666667,18.284,112.683333333333,12.963,9.829,9.15973333333333
"Strickers",2024,113,13.948,56.3153333333333,15.2896666666667,15.226,127.79,14.0096666666667,9.91733333333333,11.1982333333333
"Strickers",2024,114,16.6693333333333,67.3016666666667,14.37,14.309,120.826666666667,12.779,9.87466666666667,12.7730333333333
"Strickers",2024,115,17.0193333333333,68.715,13.9066666666667,13.8496666666667,118.336666666667,12.2906666666667,9.85866666666667,13.5802666666667
"Strickers",2024,116,14.4496666666667,58.3413333333333,12.4613333333333,12.4086666666667,135.903333333333,14.0606666666667,9.99233333333333,13.7613333333333
"Strickers",2024,117,17.9223333333333,72.358,13.1333333333333,13.0786666666667,137.29,14.0673333333333,10.07,14.2041666666667
"Strickers",2024,118,20.073,81.0393333333333,13.6633333333333,13.606,109.716666666667,11.582,9.84566666666667,12.8709666666667
"Strickers",2024,119,20.1986666666667,81.5473333333333,14.4136666666667,14.3543333333333,124.9,11.8206666666667,9.77933333333333,17.9632333333333
"Strickers",2024,120,23.7126666666667,95.7353333333333,16.791,16.7213333333333,94.63,9.488,9.345,15.2133
"Strickers",2024,121,22.763,91.8996666666667,16.5866666666667,16.518,124.296666666667,12.3256666666667,9.74033333333333,15.7322333333333
"Strickers",2024,122,18.895,76.283,15.5013333333333,15.4373333333333,155.783333333333,14.687,10.0106666666667,18.1453666666667
"Strickers",2024,123,21.9236666666667,88.514,17.6393333333333,17.5666666666667,171.25,15.786,10.214,19.2576
"Strickers",2024,124,24.6303333333333,99.442,17.863,17.7903333333333,139.05,13.175,10.006,17.9045
"Strickers",2024,125,21.272,85.8776666666667,17.602,17.5296666666667,172.366666666667,16.104,10.144,18.5928
"Strickers",2024,126,24.9186666666667,100.602666666667,16.498,16.429,154.91,14.5106666666667,10.3146666666667,18.4401666666667
"Strickers",2024,127,21.987,88.7646666666667,14.6273333333333,14.5653333333333,173.38,16.102,10.3636666666667,18.8843333333333
"Strickers",2024,128,24.41,98.548,14.3643333333333,14.304,165.086666666667,15.0143333333333,10.4463333333333,19.9093
"Strickers",2024,129,23.7826666666667,96.02,14.7173333333333,14.656,95.5,8.99733333333333,9.64733333333333,18.1814333333333
"Strickers",2024,130,16.69,67.3866666666667,11.6726666666667,11.6223333333333,146.17,13.4326666666667,10.1406666666667,19.3907333333333
"Strickers",2024,131,17.911,72.3143333333333,12.615,12.5626666666667,124.39,11.9116666666667,9.88133333333333,17.4061
"Strickers",2024,132,17.5946666666667,71.032,11.4173333333333,11.3676666666667,164.823333333333,15.3426666666667,10.298,18.7744666666667
"Strickers",2024,133,17.953,72.4823333333333,11.5886666666667,11.5403333333333,169.356666666667,15.6026666666667,10.3426666666667,19.2894666666667
"Strickers",2024,134,19.8396666666667,80.1023333333333,10.853,10.8083333333333,162.496666666667,14.605,10.316,20.5303
"Strickers",2024,135,21.0373333333333,84.9346666666667,11.7756666666667,11.7256666666667,150.816666666667,13.8396666666667,10.1186666666667,19.4587
"Strickers",2024,136,23.8973333333333,96.4793333333333,12.951,12.8966666666667,165.256666666667,15.849,10.3246666666667,17.3203
"Strickers",2024,137,21.105,85.208,11.5296666666667,11.481,201.86,18.7806666666667,10.4546666666667,18.8022666666667
"Strickers",2024,138,18.7133333333333,75.553,10.437,10.3926666666667,191.686666666667,17.292,10.36,20.3477333333333
"Strickers",2024,139,25.5743333333333,103.251,12.8556666666667,12.8023333333333,177.68,15.9723333333333,10.0513333333333,20.5192666666667
"Strickers",2024,140,22.4123333333333,90.4846666666667,10.4566666666667,10.4123333333333,164.876666666667,13.8926666666667,10.0996666666667,23.8888666666667
"Strickers",2024,141,24.822,100.212666666667,10.7533333333333,10.708,161.196666666667,13.7113333333333,9.99833333333333,23.3640333333333
"Strickers",2024,142,27.739,111.988666666667,12.5696666666667,12.518,129.853333333333,11.4816666666667,9.718,21.3728666666667
"Strickers",2024,143,27.9073333333333,112.664,12.119,12.0673333333333,86.8,7.78433333333333,9.11533333333333,20.6547666666667
"Strickers",2024,144,21.3863333333333,86.346,11.2813333333333,11.234,107.843333333333,9.71833333333333,9.16333333333333,20.4093
"Strickers",2024,145,11.738,47.396,5.96133333333333,5.93433333333333,155.26,13.7836666666667,9.722,21.1912666666667
"Strickers",2024,146,10.754,43.423,5.154,5.13166666666667,80.9933333333333,7.589,7.22033333333333,18.4725
"Strickers",2024,147,8.07666666666667,32.6136666666667,3.767,3.749,129.36,11.8306666666667,9.09,19.713
"Strickers",2024,148,9.67033333333333,39.047,5.235,5.21233333333333,92.9366666666667,8.79566666666667,7.25033333333333,17.9884333333333
"Strickers",2024,149,9.50866666666667,38.39,5.165,5.142,109.003333333333,10.0606666666667,7.75133333333333,19.2210333333333
"Strickers",2024,150,10.1956666666667,41.169,5.60633333333333,5.581,114.633333333333,10.666,8.06466666666667,18.8259
"Strickers",2024,151,9.339,37.7086666666667,4.808,4.78533333333333,150.713333333333,13.6606666666667,9.31633333333333,20.1202333333333
"Strickers",2024,152,10.8446666666667,43.7883333333333,4.998,4.97633333333333,168.42,14.933,9.532,21.2433
"Strickers",2024,153,13.994,56.5016666666667,6.09333333333333,6.06666666666667,160.696666666667,13.874,9.412,22.6119333333333
"Strickers",2024,154,16.74,67.5846666666667,7.75333333333333,7.719,111.216666666667,10.0123333333333,8.23466666666667,20.4826666666667
"Strickers",2024,155,19.9983333333333,80.7433333333333,8.75866666666667,8.721,153.866666666667,13.6026666666667,9.10533333333333,21.4185
"Strickers",2024,156,17.0446666666667,68.8166666666667,7.897,7.86233333333333,122.92,10.6486666666667,8.779,22.4605666666667
"Strickers",2024,157,21.0533333333333,84.9993333333333,8.486,8.44966666666667,145.19,12.2313333333333,9.377,23.9291333333333
"Strickers",2024,158,23.0363333333333,93.006,8.328,8.29233333333333,163.083333333333,13.548,9.7,24.6762
"Strickers",2024,159,24.1343333333333,97.4353333333333,7.37133333333333,7.33966666666667,137.276666666667,12.027,9.77266666666667,21.8562333333333
"Strickers",2024,160,19.6756666666667,79.4396666666667,5.998,5.97233333333333,164.166666666667,14.256,10.0133333333333,22.3258666666667
"Strickers",2024,161,26.6826666666667,107.721,7.365,7.33333333333333,131.336666666667,11.827,9.662,20.4654333333333
"Strickers",2024,162,27.7726666666667,112.121,6.90133333333333,6.871,128.063333333333,11.412,9.806,20.9381666666667
"Strickers",2024,163,24.9293333333333,100.645666666667,6.14833333333333,6.12166666666667,170.846666666667,14.9256666666667,10.0556666666667,21.9941666666667
"Strickers",2024,164,28.2753333333333,114.156333333333,6.84466666666667,6.815,163.913333333333,14.4933333333333,10.0326666666667,21.3905
"Strickers",2024,165,31.559,127.405,7.621,7.58766666666667,150.423333333333,12.7903333333333,9.78366666666667,23.4213666666667
"Strickers",2024,166,27.7086666666667,111.866333333333,7.818,7.784,178.686666666667,15.031,9.93366666666667,23.9999
"Strickers",2024,167,27.3073333333333,110.242666666667,7.859,7.82533333333333,178.923333333333,14.819,9.95233333333333,24.8497666666667
"Strickers",2024,168,27.246,109.997666666667,7.811,7.77866666666667,158.493333333333,13.2703333333333,9.85233333333333,24.2199
"Strickers",2024,169,26.4393333333333,106.743,8.64333333333333,8.60666666666667,165.333333333333,13.392,9.85033333333333,26.0526333333333
"Strickers",2024,170,23.9816666666667,95.7803333333333,8.50566666666667,8.54133333333333,152.776666666667,11.9916666666667,9.923,27.8051
"Strickers",2024,171,32.842,131.205333333333,11.0746666666667,11.1163333333333,117.526666666667,9.22866666666667,9.79066666666667,27.7314
"Strickers",2024,172,29.1036666666667,116.258,12.2236666666667,12.2676666666667,143.046666666667,11.24,9.86866666666667,27.7224
"Strickers",2024,173,29.8103333333333,119.080666666667,13.5313333333333,13.5776666666667,141.466666666667,11.531,9.73933333333333,25.7116333333333
"Strickers",2024,174,32.1723333333333,128.526666666667,14.201,14.2496666666667,124.08,9.915,9.557,26.7877333333333
"Strickers",2024,175,24.5473333333333,98.0493333333333,12.1153333333333,12.1596666666667,95.55,7.84666666666667,9.084,25.2936666666667
"Strickers",2024,176,18.804,75.0853333333333,11.713,11.7563333333333,140.556666666667,11.5976666666667,9.65133333333333,25.0457666666667
"Strickers",2024,177,17.344,69.2486666666667,11.1216666666667,11.1623333333333,114.766666666667,9.33933333333333,9.66233333333333,25.8013333333333
"Strickers",2024,178,14.226,56.7853333333333,11.859,11.9023333333333,143.083333333333,11.387,9.75833333333333,27.0562666666667
"Strickers",2024,179,15.6923333333333,62.647,11.951,11.994,150.363333333333,12.081,9.94866666666667,26.4932
"Strickers",2024,180,15.124,60.3766666666667,11.1226666666667,11.1633333333333,122.543333333333,10.1366666666667,9.693,24.9104
"Strickers",2024,181,15.6076666666667,62.3073333333333,10.977,11.0176666666667,100.57,8.65866666666667,9.36433333333333,22.7898
"Strickers",2024,182,15.3523333333333,61.2876666666667,10.166,10.2056666666667,129.033333333333,10.8113333333333,9.66766666666667,24.2098666666667
"Strickers",2024,183,10.864,43.3433333333333,8.95833333333333,8.99466666666667,181.756666666667,15.31,10.168,23.9199333333333
"Strickers",2024,184,17.5446666666667,70.0513333333333,9.80066666666667,9.83966666666667,149.333333333333,12.665,9.99766666666667,23.5588666666667
"Strickers",2024,185,14.3116666666667,57.126,7.91533333333333,7.95066666666667,96.8666666666667,8.578,9.13266666666667,21.3349666666667
"Strickers",2024,186,9.264,36.945,5.79766666666667,5.82766666666667,177.733333333333,14.9793333333333,9.984,23.934
"Strickers",2024,187,6.682,26.624,4.97966666666667,5.008,133.613333333333,11.2476666666667,9.61366666666667,23.9893333333333
"Strickers",2024,188,9.46133333333333,37.734,6.145,6.176,135.823333333333,11.3756666666667,9.508,24.2469
"Strickers",2024,189,10.425,41.5833333333333,7.01533333333333,7.04833333333333,178.48,14.6603333333333,9.78633333333333,25.3163333333333
"Strickers",2024,190,11.7673333333333,46.9563333333333,7.27766666666667,7.31166666666667,171.883333333333,13.9563333333333,9.73666666666667,25.9365666666667
"Strickers",2024,191,12.724,50.7806666666667,8.613,8.651,213.846666666667,17.072,10.0443333333333,26.8685333333333
"Strickers",2024,192,20.3666666666667,81.3303333333333,9.92133333333333,9.95966666666667,167.383333333333,13.3443333333333,9.73233333333333,26.959
"Strickers",2024,193,27.8243333333333,111.145,11.743,11.786,154.426666666667,12.251,9.64966666666667,27.2323
"Strickers",2024,194,30.553,122.053,13.5636666666667,13.61,128.136666666667,10.117,9.13766666666667,27.4958333333333
"Strickers",2024,195,27.073,108.138333333333,13.474,13.5213333333333,148.373333333333,11.6176666666667,9.471,27.9814333333333
"Strickers",2024,196,27.824,111.138333333333,10.17,10.2103333333333,86.32,7.00333333333333,9.286,25.9811666666667
"Strickers",2024,197,15.194,60.653,7.70966666666667,7.74533333333333,122.696666666667,9.86833333333333,9.65733333333333,26.4622333333333
"Strickers",2024,198,9.724,38.7883333333333,6.606,6.638,144.48,11.4103333333333,9.80066666666667,27.4599
"Strickers",2024,199,12.215,48.7473333333333,6.96366666666667,6.99733333333333,144.15,11.3476666666667,9.652,27.6197333333333
"Strickers",2024,200,21.9846666666667,87.797,9.232,9.27033333333333,150.246666666667,12.2363333333333,9.81866666666667,25.7583333333333
"Strickers",2024,201,20.2593333333333,80.9046666666667,9.06366666666667,9.10133333333333,162.306666666667,13.3076666666667,9.847,25.3616666666667
"Strickers",2024,202,16.6266666666667,66.382,8.38566666666667,8.422,185.803333333333,15.1563333333333,10.0446666666667,25.6768333333333
"Strickers",2024,203,29.4213333333333,117.529,10.5273333333333,10.568,154.16,12.5463333333333,9.67866666666667,25.8094666666667
"Strickers",2024,204,25.2233333333333,100.746666666667,9.55733333333333,9.59466666666667,110.946666666667,9.10366666666667,9.496,25.3361666666667
"Strickers",2024,205,26.7933333333333,107.022333333333,8.934,8.971,123.11,10.0226666666667,9.42333333333333,25.7905666666667
"Strickers",2024,206,30.4203333333333,121.523666666667,9.23633333333333,9.27433333333333,126.786666666667,10.3576666666667,9.45966666666667,25.5827666666667
"Strickers",2024,207,30.1913333333333,120.606333333333,10.3856666666667,10.426,170.143333333333,14.169,9.88333333333333,24.5553
"Strickers",2024,208,32.791,130.995,9.63,9.669,169.476666666667,14.148,9.783,24.4418
"Strickers",2024,209,46.7546666666667,189.295333333333,12.5773333333333,12.538,169.793333333333,13.8926666666667,9.92333333333333,25.5026
"Strickers",2024,210,57.1516666666667,231.385666666667,14.6766666666667,14.6306666666667,165.166666666667,13.2703333333333,9.96666666666667,26.5116666666667
"Strickers",2024,211,56.2113333333333,227.578,14.7476666666667,14.7,158.68,12.7163333333333,9.92933333333333,26.6749666666667
"Strickers",2024,212,52.536,212.701666666667,15.695,15.6453333333333,144.653333333333,11.725,9.793,26.0468
"Strickers",2024,213,57.836,234.156,16.8146666666667,16.7606666666667,118.86,9.561,9.27266666666667,26.4739
"Strickers",2024,214,78.0226666666667,315.887,20.5953333333333,20.53,120.61,9.456,9.04433333333333,27.9028
"Strickers",2024,215,50.8023333333333,205.684666666667,14.8696666666667,14.8226666666667,171.92,13.369,9.933,28.3411666666667
"Strickers",2024,216,47.683,193.05,15.3773333333333,15.328,172.156666666667,13.327,9.96466666666667,28.6094
"Strickers",2024,217,50.462,204.299666666667,17.156,17.1013333333333,137.083333333333,10.5713333333333,9.704,28.8451333333333
"Strickers",2024,218,78.867,319.306,22.732,22.6583333333333,116.546666666667,9.03666666666667,9.439,28.5275666666667
"Strickers",2024,219,58.798,238.052666666667,17.9846666666667,17.9273333333333,113.19,9.355,9.70466666666667,24.7872333333333
"Strickers",2024,220,42.5063333333333,172.089,16.6583333333333,16.6046666666667,148.623333333333,12.9206666666667,10.0643333333333,22.2841333333333
"Strickers",2024,221,38.881,157.416666666667,16.0646666666667,16.014,150.686666666667,12.975,9.88666666666667,22.8105666666667
"Strickers",2024,222,39.7123333333333,160.781666666667,13.919,13.8756666666667,183.28,15.7846666666667,10.3346666666667,22.772
"Strickers",2024,223,44.6373333333333,180.72,13.522,13.479,173.723333333333,15.4933333333333,10.4623333333333,20.9548666666667
"Strickers",2024,224,42.489,172.024666666667,12.6396666666667,12.6003333333333,164.046666666667,14.3853333333333,10.433,21.8227
"Strickers",2024,225,37.9336666666667,153.578666666667,11.8996666666667,11.8623333333333,160.873333333333,13.7503333333333,10.3436666666667,23.1674666666667
"Strickers",2024,251,47.923,194.024666666667,19.284,19.2223333333333,160.62,14.542,10.2056666666667,20.1697666666667
"Strickers",2024,252,48.98,198.302,18.8983333333333,18.8383333333333,162.093333333333,15.0256666666667,10.244,19.0114666666667
"Strickers",2024,253,45.0336666666667,182.33,17.4596666666667,17.4026666666667,160.746666666667,14.7676666666667,10.2763333333333,19.4525
"Strickers",2024,254,39.3293333333333,159.226,17.47,17.4146666666667,181.596666666667,16.1203333333333,10.3463333333333,21.1950666666667
