"year","doy","pond","site","sampletype","sampleID","dic_mgl","doc_mgl","tn_ugl","tp_ugl","pc_cyanofluor_avg","chl_cyanofluor_avg","vss_mgl","tss_mgl","nh4_ugl","no23_ugl","srp_ugl","chloride_mgl","sulfate_mgl","dilution","x254","x275","x276","x277","x278","x279","x280","x281","x282","x283","x284","x285","x286","x287","x288","x289","x290","x291","x292","x293","x294","x295","x296","x297","x298","x299","x300","x301","x302","x303","x304","x305","x306","x307","x308","x309","x310","x311","x312","x313","x314","x315","x316","x317","x318","x319","x320","x321","x322","x323","x324","x325","x326","x327","x328","x329","x330","x331","x332","x333","x334","x335","x336","x337","x338","x339","x340","x341","x342","x343","x344","x345","x346","x347","x348","x349","x350","x351","x352","x353","x354","x355","x356","x357","x358","x359","x360","x361","x362","x363","x364","x365","x366","x367","x368","x369","x370","x371","x372","x373","x374","x375","x376","x377","x378","x379","x380","x381","x382","x383","x384","x385","x386","x387","x388","x389","x390","x391","x392","x393","x394","x395","x396","x397","x398","x399","x400","x412","x440","x480","x510","x532","x555","yearfrac","date"
2023,119,"O","9","V","P23-119-O9-V",35.5,4.945,1035.378,18.747,NA,NA,NA,NA,13.161,3.052,3.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.32602739726,2023-04-29
2023,119,"S","9","V","P23-119-S9-V",4.365,10.2,4170.402,137.6045,NA,NA,NA,NA,54.93,22.015,8.7115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.32602739726,2023-04-29
2023,124,"F","0","S","P23-124-F0-S",12.68,13.49,2698.356,482.034,7897.8,34028,48,50,20.266,7.387,10.845,88.6864,8.3126,1,0.324205541375717,0.247985047061738,0.244187426614525,0.240585859532384,0.236671866554251,0.233053298667493,0.229179109880387,0.22541552136158,0.221536349158007,0.217373811067706,0.21355203855815,0.209278878764093,0.205146377128818,0.200769420665131,0.196657563278351,0.192767709511956,0.18870174015408,0.18511241554876,0.181225598693709,0.17758591971398,0.1742412943313,0.170626258594847,0.16728904863542,0.164326738450331,0.161076550074774,0.158067802429918,0.155132747114694,0.152003500792131,0.149326222980949,0.146419785693702,0.143637138762596,0.140990190159625,0.138331861551906,0.135968837472225,0.133317807223697,0.13083071322407,0.128623598719912,0.126185544070076,0.123879280257218,0.121872511587003,0.119469033897805,0.117407778613329,0.115439063197262,0.113367055510234,0.111266058992634,0.109400260186217,0.107354225301507,0.10543561897698,0.103654866779974,0.101801881692431,0.100093210093566,0.0983435166391897,0.0966036591705819,0.0949291592313497,0.0933122460081889,0.0917880214945953,0.0901584751096465,0.0886609845850315,0.0871769885450238,0.0856995651790331,0.0841911687024019,0.0829692271285049,0.0814535791982025,0.0801931394320606,0.0788904517691679,0.0775479066446418,0.0762813401668086,0.0750966472941179,0.073917963191229,0.0726794700758514,0.0715168140329111,0.0704024478793198,0.0692858953417889,0.0681672009380373,0.0671218205235096,0.0658474294059835,0.0649537860844328,0.0638975286153073,0.0629276920391576,0.0617812116836456,0.0607551895662316,0.0598118591508958,0.0587776627003819,0.0578497114771588,0.0569083836409037,0.0559370436650928,0.0550621560254403,0.0540776160578891,0.053256772395654,0.0522705779833949,0.0515093095903651,0.050501739887167,0.0497698727175097,0.049024820556915,0.0479189393206777,0.0472069592138689,0.0464993565232332,0.0455209481927111,0.0448375824122474,0.0441665572317633,0.043186492920367,0.0425990397075982,0.0419815552158438,0.0410718674874464,0.0403877174228863,0.0398613548963526,0.0390695766397949,0.0383714945744627,0.0379278546402019,0.0372008326364341,0.0366052943258899,0.0361384117100706,0.0353862331923548,0.0347977817799231,0.0342384832100907,0.0337521598899668,0.033017669184819,0.0325944018887315,0.0320596755101013,0.0315044372787849,0.0310047916710949,0.0306088874822426,0.0299391212247118,0.0295174244278231,0.0291395986664053,0.0286494689840906,0.0282247867128159,0.0232666913460607,0.015155629641236,0.00882645252280397,0.00634709680255945,0.0050079088024989,0.00412856515961422,2023.3397260274,2023-05-04
2023,124,"S","0","C","P23-124-S0-C",4.514,10.31,4312.331,435.943,34010,32032.5,-16082,53.9999999999999,60.908,6.1825,7.89,143.1266,4.505,1,0.196351476490196,0.153813569505593,0.15161671979921,0.149575260260092,0.147244056428371,0.144993635665826,0.142656987182185,0.140183131478999,0.137733615605312,0.135012264657499,0.132455460804462,0.129543767796671,0.126712844411987,0.123653378972854,0.120744364488221,0.11804611831743,0.115039218364132,0.112511413088694,0.109838046463402,0.1070619362257,0.104612459528115,0.102028832555714,0.0995390397513915,0.0972966250473803,0.0950056161296842,0.0928572666018329,0.0907434183809316,0.0887041792349841,0.0867841749035264,0.084800371484232,0.0829648440342425,0.0811755979634573,0.0794938333922234,0.07789988553083,0.0762785079597027,0.0746180091374832,0.073319577852122,0.0718188000095603,0.0703691386818924,0.0691934389294823,0.0677503038903342,0.0665604085347782,0.0655347699925499,0.0643536756871404,0.0632741893638333,0.0623157778409334,0.0611103553143454,0.0601442032766211,0.0592473052246798,0.0581890403080313,0.0572304841343264,0.0562472209546441,0.0552119546086258,0.0542819862881073,0.0534087213127062,0.0523896019789566,0.0515100110750281,0.0506410944230704,0.0496874934915086,0.0489044279453453,0.0480510710484152,0.0471983155176764,0.0465029382903936,0.0457897523998618,0.0449603348078604,0.0444020044096988,0.0436150549376007,0.0429076923568829,0.0424126243936504,0.0417040833604081,0.0409803810723213,0.040586318623555,0.0398373976517192,0.0392418063549319,0.0388057022992478,0.0380820932418414,0.0376101156321802,0.0370885397534136,0.0365910552592499,0.0359494404725338,0.0354582257445104,0.034955757681191,0.0343356289309838,0.0339728580138374,0.0333908086284444,0.0328772551002851,0.0325325055990652,0.0319317555340633,0.0314257936281045,0.0310347140765615,0.0305494800042851,0.0300950834774481,0.0297035407568731,0.0292149703729675,0.0287298825556538,0.0282685659355172,0.0278628513202274,0.0274546336331716,0.0270188101942866,0.0265506966033978,0.0261316191820291,0.0258416497056662,0.0253986634977164,0.0249872329436848,0.0245663179549183,0.0242312365012418,0.0238667884892191,0.0235099903237668,0.0231552109732137,0.0228162769038051,0.0225694835652677,0.0222094711186817,0.0217441977851684,0.0216122980380727,0.0211511182132832,0.0209051543195116,0.0205016873514451,0.0202874180819971,0.0199716962061774,0.0196619174239969,0.0193662395638241,0.0191873098972312,0.018859182607835,0.0185682068313323,0.0183319923751959,0.0181153205894352,0.0178021091974809,0.0150082502287715,0.0102274033585519,0.00602405454141876,0.0045129758707731,0.00351915111372852,0.00298255956330966,2023.3397260274,2023-05-04
2023,124,"T","0","C","P23-124-T0-C",4.818,9.086,5280.9,715.418,23332.5,21604.5,58,51.9999999999998,47.309,16.187,9.963,130.7504,5.1045,1,0.18490902498931,0.147534886372567,0.145506022336888,0.143430050955346,0.141262565061729,0.139122384046944,0.136877719995222,0.134618044444855,0.132262427857784,0.129702531312465,0.127239133802586,0.124579365508378,0.121808151561251,0.118975346176182,0.116248180039173,0.11368446276873,0.11099752392047,0.108637810709217,0.106158425814301,0.103739088930276,0.101561722201865,0.0991181584486116,0.0969185638969153,0.0949456789876595,0.092784604105874,0.0908216849629336,0.0889745164950721,0.0869873841233849,0.0851946812311348,0.083408582718645,0.0816486967023168,0.0799705371030179,0.0783208294369467,0.0768754299050661,0.0752770752182466,0.0737760751319779,0.0724746325843809,0.0710571315648653,0.0696687192201688,0.0685947726887181,0.067110137171544,0.0660948101480204,0.0650186890460443,0.0637979227348687,0.0627155129523639,0.0617277825684086,0.0605300322366404,0.0595608660281032,0.0586504827393185,0.0575897855393134,0.0567676068855932,0.0558400618844375,0.0548333924979848,0.0540977625593624,0.0531869199427682,0.0522554609917438,0.0515149042253185,0.0508116783671518,0.0498565213290506,0.0491846518834891,0.0484228098098565,0.0476424330210796,0.0469763200142563,0.0462921212990927,0.0455667700662434,0.0448891599983617,0.0441953748498956,0.0435646601476891,0.0429892193383965,0.0422858210401332,0.0416102456273893,0.0412100763123877,0.0404192421621574,0.0399103105886929,0.0394394659461112,0.0386519882076975,0.0381946927264146,0.037738116827591,0.0370910249680544,0.0365606344000637,0.0361082861935433,0.0355033970553715,0.0349688813977818,0.0346103527248446,0.0340162119928068,0.0334341293528814,0.0331731701208953,0.0325231824759128,0.0320654318603369,0.0316507104717195,0.0310606096316422,0.030716715683751,0.0302979549365634,0.0298242990023071,0.0292926338268901,0.0289664450678447,0.0284300137834077,0.028031670279174,0.0276321114660764,0.0271908974021346,0.0267210602101674,0.0264268202597087,0.0260516008388092,0.0255633082824502,0.025142995535176,0.0249178315490625,0.0244420525080245,0.0241521724243941,0.0237892897620566,0.0233550708315284,0.0231637049201695,0.0228123272159263,0.0223331030524281,0.0221213630911983,0.0217638210598741,0.0214824009924402,0.0210121364489141,0.0208456561451902,0.0205192889901135,0.0201616709055084,0.0199485947725871,0.019685374751073,0.019304805333529,0.0190829046800205,0.0188328667024224,0.0185480065362206,0.0183049708669965,0.0154598193938924,0.0103462804034591,0.00638167059516306,0.00473893682224466,0.00381046833886201,0.00337569921041584,2023.3397260274,2023-05-04
2023,124,"W","0","C","P23-124-W0-C",5.975,11,3174.921,275.747,17391,13763,53.9999999999999,31.9999999999998,84.144,7.693,6.082,97.3966,3.748,1,0.22791686054396,0.181247892350176,0.178802618975455,0.176403558641753,0.173800667917782,0.171346181532482,0.168776679388245,0.166140539845296,0.163540170497109,0.160646781803139,0.157947033051821,0.155014413289711,0.152100175230961,0.148920438680908,0.146034795770855,0.143316227390829,0.140264411197853,0.137765787943282,0.134959085192167,0.132273069656603,0.129910813226475,0.127318836767834,0.124871397519252,0.122577347647926,0.120216291678403,0.117973532403487,0.115844893318266,0.11360985719319,0.111621471719249,0.109491253088307,0.107535053234207,0.105564591122543,0.103642724681979,0.10195860642189,0.100065472007775,0.0982433645931135,0.0967331522601526,0.0950578594035252,0.0933407278514381,0.0920457236860923,0.0903015890828625,0.0889671355451535,0.0876087753228059,0.0860976929425382,0.0847314781190049,0.0835242139299338,0.082082801945297,0.0808087091388226,0.0796777727093332,0.0784013225563534,0.0771888550340097,0.0760932972669406,0.0748391782077513,0.0737914258534445,0.0727127505146139,0.0715972774899268,0.0705009123949269,0.0696566014137267,0.0684513851252933,0.0675510557174459,0.066567451420479,0.0656635061023686,0.0645971349748091,0.0638213215952435,0.0628513996104555,0.0620034112815448,0.0610929864071924,0.0602838550267992,0.059507526895741,0.0586096723432488,0.0577800438601713,0.0570680167870777,0.0562372422371328,0.0554417919756664,0.0547373067014615,0.0538309475770522,0.0532244582798108,0.0525098859885859,0.0518035433141701,0.0510319793496473,0.0504205597936622,0.0496522209975021,0.0489690171575641,0.0484401914252383,0.0475924357195252,0.0469904037482837,0.0463981777810487,0.0457436690268493,0.0450560764669522,0.0444771577702488,0.0438646900600187,0.0431258601928672,0.0426420418546523,0.0421225435582313,0.0412760321416352,0.0408028408194822,0.0402817176252498,0.0394865619948458,0.039005710273752,0.0385045886484556,0.0376910553415697,0.0373655510953421,0.0368117428477398,0.0360890447758668,0.0356033036640893,0.0351944815987703,0.0345176435167578,0.0340784952295954,0.0336373658155019,0.0330468685713775,0.0327242957274062,0.0321994406793494,0.031650648727103,0.0311977140236327,0.0307713753399156,0.0302307382085184,0.0298324387739865,0.0294381077010537,0.0290003590230222,0.0285494064857099,0.0281509783329962,0.0278401517906247,0.0273609450048173,0.0269043586618669,0.0266031680360991,0.0262529596931407,0.0257787719237762,0.0216989164002053,0.014015306186374,0.0081786627535328,0.00577347210916231,0.00431276588758557,0.00335302490219667,2023.3397260274,2023-05-04
2023,125,"L","9","V","P23-125-L9-V",50.07,3.801,445.868,19.771,NA,NA,NA,NA,11.819,1.962,2.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.34246575342,2023-05-05
2023,129,"T","0","V","P23-129-T0-V",4.642,9.242,4442.65,309.728,NA,NA,NA,NA,14.572,2.577,10.966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.35342465753,2023-05-09
2023,130,"F","0","S","P23-130-F0-S",13.5,9.445,1742.832,413.139,2736.6,13311,33.0000000000001,34,16.653,7.259,31.624,52.8904,4.2867,1,0.29107551734559,0.231871508957864,0.229064952184188,0.226326220969206,0.22347543667658,0.220738918719634,0.21780335399755,0.214908059486574,0.212003330018271,0.208790345235138,0.205768636018713,0.202476336509605,0.199176289268913,0.195630344480443,0.192364411063363,0.189227434711277,0.185816962439093,0.182924318617075,0.179653481621314,0.176536966165128,0.173696166301826,0.170606812863241,0.167653111604093,0.16502609122388,0.162173114247186,0.15935518018965,0.156659911748012,0.153839562523144,0.151276346332279,0.148535615976617,0.145942784579375,0.143410915198435,0.14091557427003,0.138561794782717,0.136167288986687,0.133780552812402,0.131752453777222,0.129521720888492,0.127352619827953,0.125535269247803,0.123387259780713,0.121502108083811,0.119709190563033,0.117874945561555,0.116043795421739,0.114370722531915,0.112560205896616,0.110839699635752,0.109268483503221,0.107558387620534,0.105937545841835,0.104406054098032,0.102713182717813,0.101235008496603,0.0996719345294853,0.0981521354353451,0.0965271940280395,0.0952148346053469,0.0936682892792445,0.0920646842994191,0.0907625588637668,0.0892758802117436,0.0878216837049274,0.0865275603729664,0.0851512287743473,0.0838025922002313,0.0824226740894634,0.0812217040858048,0.0799203402066361,0.0787027932695658,0.0774351585448382,0.0762468656271703,0.0750422547860414,0.0739007061553685,0.0727902606927938,0.0715425017653445,0.0705681031026144,0.0694377914378906,0.0683962716440023,0.0672893993404965,0.0662028918289776,0.0651816293747596,0.0642093007705961,0.0632334358895085,0.0622367020890808,0.0612783404518917,0.060404356741936,0.0592916518409791,0.0585074444583388,0.0576192365027075,0.0566424655336491,0.0558137856336016,0.054917431689731,0.0542115665537362,0.0532494187292241,0.052434893504889,0.0516458680913902,0.0508719573179209,0.0500171977976094,0.0492773626381252,0.0485708350939938,0.0477670367152499,0.0470910697545525,0.0463285429253322,0.0455754435547375,0.0449530555025055,0.0443134994473276,0.0435344302287991,0.0430229046056776,0.0423461969109147,0.0417601211795001,0.0411519456968288,0.0405655535991736,0.0398323928948505,0.0393374530391752,0.0388064337743058,0.0380678850912623,0.0376099068967703,0.0370878574447958,0.0364643254707962,0.0359602157877182,0.0356015379862514,0.0348796743187738,0.0345266317101097,0.0340332870297507,0.033493904330634,0.0330954414367193,0.0280544897119662,0.0188521511656673,0.0122463939082921,0.00950785483348681,0.00812237483263195,0.00691538067519674,2023.35616438356,2023-05-10
2023,130,"S","0","C","P23-130-S0-C",5.827,10.49,4126.292,361.112,37546,15310.5,72.0000000000001,50,34.59,14.899,6.781,132.1992,4.3681,1,0.192296863698076,0.151254235435561,0.148924884481591,0.146714316127028,0.144373737203055,0.142041524605987,0.139706015589956,0.137367677347877,0.134957763474951,0.132362409765567,0.129957931061466,0.127319696723687,0.124681813428016,0.12191175108526,0.119329319053106,0.11692336097098,0.114178191694236,0.11190517740699,0.109479737382473,0.107020422485358,0.104736478479752,0.102236333240142,0.0999940905964135,0.0978456612065076,0.0955640947123837,0.0935062729569246,0.0913821752097302,0.0892845633226401,0.0873933087252067,0.0853875073067803,0.0834366812439061,0.0816326023008208,0.0799077478192624,0.0781379432569996,0.0765200425918843,0.0748482035887661,0.0733961680274385,0.071865791343158,0.0704093529256996,0.0691374236829183,0.0676008062927993,0.0664471635565066,0.0652187966545038,0.063962412313558,0.0627671543828545,0.0616855628640497,0.0604353336863209,0.0593777595995893,0.0583705874248831,0.0572502714591911,0.0563428179526587,0.0553517047982624,0.0541914590845107,0.0534431010035159,0.052465921231015,0.051527734689386,0.050600765936339,0.0498899268061055,0.0488560362948377,0.0481028774314841,0.0472499420473735,0.0464310492394317,0.0456671941840469,0.044916808642759,0.0441605348315467,0.0434520931993853,0.0426532721326279,0.042014289769472,0.041450343139952,0.0406629260624541,0.0399918717051084,0.0394709128980967,0.0387348139048424,0.038156095886958,0.0376705053977071,0.0368763563111791,0.0364101472276305,0.0359246805340669,0.0352731641180215,0.0347336211300131,0.0342005585646862,0.0336105137186212,0.0331439331600559,0.0327511673671854,0.0320579854537954,0.0315734789369248,0.0312014596928515,0.0305693143042785,0.0302346365422443,0.0297018906218545,0.0291739132654336,0.0287606735286272,0.0283667067142555,0.0279649383591027,0.0273226562607917,0.0270131297719878,0.0266373000823079,0.0260572624030587,0.0256747963200414,0.0253167625278681,0.0247989147756577,0.0245355236874113,0.0241980288059864,0.0236711444899524,0.0233314067146236,0.0230847780625903,0.0225467056563733,0.0223312973415369,0.0220430997547401,0.0215396306699023,0.0214083941100662,0.0210920970033537,0.0206090892160572,0.020351629554292,0.0200773607092002,0.019746305835244,0.0193867446610919,0.0191576493160872,0.0189232284760158,0.0185138225174364,0.0183767654258878,0.0181109517676267,0.0177549793967183,0.0175215407478679,0.0173201352664456,0.0170416517883088,0.0168175193646508,0.0140526516156494,0.00895962979133827,0.0050682147226457,0.00350489366527079,0.00265587036114579,0.0023217221672134,2023.35616438356,2023-05-10
2023,130,"T","0","C","P23-130-T0-C",6.849,10.5,4026.959,382.674,18164.5,15295,42.0000000000001,24.0000000000001,53.924,7.266,7.355,121.4192,3.2596,1,0.207796674037466,0.163639743959104,0.161202515333478,0.15883036924536,0.156259693154593,0.15385411968507,0.151289826541231,0.148784593281544,0.146269333828794,0.143562802877003,0.140937614475273,0.138274355677417,0.135496183794428,0.132591888017945,0.13000478409938,0.127398428183723,0.124655403155203,0.122276071126248,0.119659377360184,0.117241928391285,0.114970702910883,0.112489997833418,0.110079055548388,0.107926081292384,0.105650311066987,0.103470730924608,0.101379123532586,0.0991733070609075,0.0972746942648671,0.0952210591041228,0.0932205347244169,0.0913417032658052,0.0895315651528777,0.0877803186306605,0.0860023612406226,0.0843574631101586,0.0828066446664547,0.0812454505378371,0.0797316457787608,0.0783666361276048,0.0767886370668882,0.0755659425931112,0.0742400147720709,0.0728909808001216,0.0716625170668678,0.0704635215943995,0.0691393076163158,0.0680208047147333,0.0669203370086728,0.065723602651966,0.064732586265861,0.0635795898463539,0.0624861425988293,0.0615099884476046,0.0604372758955734,0.059409791779881,0.058442086353236,0.0575427370397239,0.0565224300935948,0.055642737574883,0.0547267629770962,0.0537959476056606,0.0529429432907373,0.0520892558151492,0.0512739671766913,0.0504301520671476,0.049591173082621,0.0488623749115278,0.0481467447617477,0.0473460238175476,0.0466254015794162,0.0459340454867525,0.0451263101961919,0.0444956177038526,0.043933848033186,0.0429907134733013,0.0425060052363482,0.0418991170112277,0.0412022305711927,0.040540084046494,0.0399535062402763,0.0393056954601426,0.038706557632692,0.0381742648771882,0.0375262986742954,0.0369872542152815,0.0364563675940641,0.0357463857642761,0.0353443804717866,0.0347086790079278,0.0342006507641075,0.0336335202142458,0.033133582876375,0.0327341453712307,0.0321378300424633,0.0315000293466172,0.0311749449535275,0.0306851540885135,0.030129681494751,0.0296870718616619,0.0292595981055052,0.0287619858517613,0.0283634872045454,0.0279983163562096,0.0273643285623375,0.027139958842806,0.0266668583506729,0.0261572339823029,0.0259368970959998,0.0254951683271678,0.0251312017912869,0.0247892779137859,0.0243139652808811,0.0239957768703696,0.0236867476064102,0.0232796376103711,0.0229467556103685,0.0226655790208839,0.0222070649035434,0.0219802765584189,0.021614741532859,0.0213769746104095,0.0210445075468208,0.0206588981124309,0.020438318177847,0.0201495354011307,0.0198336674932663,0.0166515255648809,0.0109099441267374,0.00631679615671624,0.00456889985395672,0.0034369684021194,0.002638459403939,2023.35616438356,2023-05-10
2023,130,"T","1","S","P23-130-T1-S",6.201,10.38,4046.781,353.15,39528.5,13497.5,89.9999999999998,78,21.05,32.106,4.681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.35616438356,2023-05-10
2023,130,"W","0","C","P23-130-W0-C",8.063,10.79,2414.055,186.244,5308.5,11073.5,25.9999999999999,14,327.074,77.585,14.839,77.1996,3.9784,1,0.246284629901478,0.194634867160862,0.19177074282509,0.189114252405164,0.18614526895311,0.183387117117044,0.180539056098312,0.177672763406717,0.174763671988072,0.171749706751096,0.168871056837113,0.165690807482871,0.162692167664644,0.15943925929822,0.156419282233972,0.153568328540654,0.150546752260254,0.147941420864201,0.144976170495915,0.142352755526488,0.13989195640368,0.137210265267855,0.13467247272502,0.132416768980452,0.129866927744702,0.12763463968672,0.12540010818871,0.123052719937137,0.121035904881948,0.118809056356442,0.116752205834476,0.114713206384134,0.1127251843524,0.110958680226064,0.10900725617723,0.107166319336549,0.10556207749039,0.103710777755264,0.102117098079849,0.100630190126709,0.0988348034781209,0.0974283516819671,0.0960209846682444,0.0944714488664593,0.0930813182611793,0.0916959653811578,0.090171310928508,0.0889257811651586,0.0875673515697448,0.0862641613757166,0.0850101111087114,0.0837591059544754,0.0824159771272582,0.0812787631352175,0.080014427984785,0.0788028185999238,0.0776577132762564,0.0764675216303903,0.0753090012133201,0.0742972468490863,0.07302981608826,0.0719853382384499,0.0709758048378744,0.0698512257004675,0.0688804260417313,0.0678762358349768,0.0667573050753797,0.0659426631405761,0.0649628415999849,0.0639866941516115,0.0630894161109973,0.0622687249586041,0.0612485501604576,0.0605451737194573,0.0596368399032797,0.0586501263505247,0.0579940287979048,0.057181340587347,0.0563746028874398,0.0555769058943499,0.0548222558734341,0.0540839636679523,0.0533054384329521,0.0526364172174624,0.051787087847215,0.0512171514531913,0.0504302677210878,0.0496884646447336,0.0490956224702545,0.0483725066940389,0.0475938100009205,0.0470905557695711,0.0463418858928728,0.0458660110306103,0.0450416368541941,0.0444059562472093,0.0438832371033316,0.0432125834778974,0.0425489653413152,0.0419788543812417,0.0414362827080984,0.0408012965640859,0.0403635826245841,0.0396594751821916,0.0390670528421585,0.038679254121098,0.038101663655421,0.0374896804820227,0.0370401458853847,0.0365652591612392,0.0360946708735103,0.0355318104928704,0.0350430259389749,0.0346147464222299,0.0341011689650672,0.0335642614566129,0.0331702043927009,0.0327317162608608,0.0322500503196439,0.0318493424555061,0.0314386759784875,0.0310616448391088,0.0305808280407471,0.0301514976276746,0.0298658225458801,0.0294053054813093,0.0290675093082627,0.0247037652250038,0.016697716493734,0.0101848893460118,0.00779668884256149,0.00643443169317841,0.0055856776767803,2023.35616438356,2023-05-10
2023,132,"S","9","V","P23-132-S9-V",4.444,13.18,4740.863,377.715,NA,NA,NA,NA,25.514,15.636,10.717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023.36164383562,2023-05-12
