"date","datetime","station","precip_in","newsnow_in","newSWE_in","multiday","precip_mm","newsnow_mm","newSWE_mm"
2024-03-06,2024-03-06 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-03-05,2024-03-05 07:00:00,"WI-DA-99",0.42,0,NA,NA,10.668,0,NA
2024-03-05,2024-03-05 08:00:00,"WI-DA-63",0.75,NA,NA,NA,19.05,NA,NA
2024-03-05,2024-03-05 07:00:00,"WI-DA-46",0.75,NA,NA,NA,19.05,NA,NA
2024-03-05,2024-03-05 08:00:00,"WI-DA-60",0.57,NA,NA,NA,14.478,NA,NA
2024-03-04,2024-03-04 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-03-04,2024-03-04 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-03-04,2024-03-04 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-03-03,2024-03-03 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-03-03,2024-03-03 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-03-03,2024-03-03 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-03-02,2024-03-02 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-03-02,2024-03-02 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-03-02,2024-03-02 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-03-01,2024-03-01 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-03-01,2024-03-01 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-03-01,2024-03-01 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-29,2024-02-29 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-29,2024-02-29 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-28,2024-02-28 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-28,2024-02-28 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-28,2024-02-28 07:00:00,"WI-DA-46",0.02,0,NA,NA,0.508,0,NA
2024-02-27,2024-02-27 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-27,2024-02-27 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-26,2024-02-26 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-26,2024-02-26 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-26,2024-02-26 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-25,2024-02-25 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-25,2024-02-25 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-25,2024-02-25 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-24,2024-02-24 07:00:00,"WI-DA-99",0.04,0.3,0.02,NA,1.016,7.62,0.508
2024-02-24,2024-02-24 07:00:00,"WI-DA-46",0.04,0.5,NA,NA,1.016,12.7,NA
2024-02-24,2024-02-24 08:00:00,"WI-DA-60",0.01,0.2,NA,NA,0.254,5.08,NA
2024-02-23,2024-02-23 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-23,2024-02-23 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-22,2024-02-22 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-22,2024-02-22 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-21,2024-02-21 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-21,2024-02-21 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-21,2024-02-21 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-20,2024-02-20 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-20,2024-02-20 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-20,2024-02-20 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-19,2024-02-19 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-19,2024-02-19 07:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-19,2024-02-19 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-18,2024-02-18 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-18,2024-02-18 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-18,2024-02-18 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-17,2024-02-17 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-17,2024-02-17 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-17,2024-02-17 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-16,2024-02-16 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-16,2024-02-16 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-16,2024-02-16 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-15,2024-02-15 07:00:00,"WI-DA-99",0.58,1,0.3,NA,14.732,25.4,7.62
2024-02-15,2024-02-15 07:00:00,"WI-DA-63",0.55,2.5,0.54,NA,13.97,63.5,13.716
2024-02-15,2024-02-15 07:00:00,"WI-DA-46",0.59,2.9,NA,NA,14.986,73.66,NA
2024-02-15,2024-02-15 09:00:00,"WI-DA-60",0.52,2.2,NA,NA,13.208,55.88,NA
2024-02-14,2024-02-14 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-14,2024-02-14 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-14,2024-02-14 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-13,2024-02-13 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-13,2024-02-13 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-13,2024-02-13 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-12,2024-02-12 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-12,2024-02-12 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-12,2024-02-12 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-11,2024-02-11 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-11,2024-02-11 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-10,2024-02-10 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-10,2024-02-10 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-09,2024-02-09 07:00:00,"WI-DA-99",0.08,0,NA,NA,2.032,0,NA
2024-02-09,2024-02-09 07:00:00,"WI-DA-46",0.19,NA,NA,NA,4.826,NA,NA
2024-02-09,2024-02-09 08:00:00,"WI-DA-60",0.12,0,NA,NA,3.048,0,NA
2024-02-08,2024-02-08 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-08,2024-02-08 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-08,2024-02-08 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-07,2024-02-07 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-07,2024-02-07 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-07,2024-02-07 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-06,2024-02-06 06:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-06,2024-02-06 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-06,2024-02-06 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-05,2024-02-05 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-05,2024-02-05 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-05,2024-02-05 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-04,2024-02-04 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-04,2024-02-04 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-04,2024-02-04 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-03,2024-02-03 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-03,2024-02-03 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-03,2024-02-03 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-02,2024-02-02 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-02,2024-02-02 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-02,2024-02-02 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-02-01,2024-02-01 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-02-01,2024-02-01 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-02-01,2024-02-01 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-31,2024-01-31 08:00:00,"WI-DA-63",0,NA,NA,NA,0,NA,NA
2024-01-31,2024-01-31 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-31,2024-01-31 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-30,2024-01-30 08:00:00,"WI-DA-63",0,NA,NA,NA,0,NA,NA
2024-01-30,2024-01-30 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-30,2024-01-30 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-29,2024-01-29 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-29,2024-01-29 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-29,2024-01-29 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-28,2024-01-28 08:00:00,"WI-DA-63",0.02,0,NA,NA,0.508,0,NA
2024-01-28,2024-01-28 07:00:00,"WI-DA-99",0.02,0,NA,NA,0.508,0,NA
2024-01-28,2024-01-28 07:45:00,"WI-DA-46",0.02,0,NA,NA,0.508,0,NA
2024-01-28,2024-01-28 08:00:00,"WI-DA-60",0,0,NA,NA,0,0,NA
2024-01-27,2024-01-27 07:30:00,"WI-DA-63",0.22,NA,NA,NA,5.588,NA,NA
2024-01-27,2024-01-27 07:00:00,"WI-DA-99",0.2,0,NA,NA,5.08,0,NA
2024-01-27,2024-01-27 07:00:00,"WI-DA-46",0.23,NA,NA,NA,5.842,NA,NA
2024-01-27,2024-01-27 08:00:00,"WI-DA-60",0.4,0,NA,NA,10.16,0,NA
2024-01-26,2024-01-26 07:00:00,"WI-DA-63",0.17,NA,NA,NA,4.318,NA,NA
2024-01-26,2024-01-26 07:00:00,"WI-DA-99",0.14,0,NA,NA,3.556,0,NA
2024-01-26,2024-01-26 07:00:00,"WI-DA-46",0.11,NA,NA,NA,2.794,NA,NA
2024-01-25,2024-01-25 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-25,2024-01-25 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-24,2024-01-24 08:00:00,"WI-DA-63",0.23,1,NA,NA,5.842,25.4,NA
2024-01-24,2024-01-24 07:00:00,"WI-DA-99",0.22,0.8,0.13,NA,5.588,20.32,3.302
2024-01-24,2024-01-24 09:50:00,"WI-DA-60",0.1,0.8,NA,NA,2.54,20.32,NA
2024-01-23,2024-01-23 08:00:00,"WI-DA-63",0,NA,NA,NA,0,NA,NA
2024-01-23,2024-01-23 07:00:00,"WI-DA-99",0.02,0,NA,NA,0.508,0,NA
2024-01-23,2024-01-23 10:00:00,"WI-DA-60",0.11,0.2,NA,NA,2.794,5.08,NA
2024-01-22,2024-01-22 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-22,2024-01-22 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-21,2024-01-21 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-21,2024-01-21 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-20,2024-01-20 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-19,2024-01-19 07:00:00,"WI-DA-99",0.03,0.4,0.05,NA,0.762,10.16,1.27
2024-01-18,2024-01-18 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-17,2024-01-17 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-17,2024-01-17 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-16,2024-01-16 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-16,2024-01-16 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-16,2024-01-16 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-15,2024-01-15 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-15,2024-01-15 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-15,2024-01-15 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-14,2024-01-14 07:30:00,"WI-DA-63",0.02,0.3,NA,NA,0.508,7.62,NA
2024-01-14,2024-01-14 07:00:00,"WI-DA-99",0.02,NA,NA,NA,0.508,NA,NA
2024-01-14,2024-01-14 07:00:00,"WI-DA-46",0.03,0.3,NA,NA,0.762,7.62,NA
2024-01-13,2024-01-13 08:00:00,"WI-DA-63",1.01,10.7,1.7,NA,25.654,271.78,43.18
2024-01-13,2024-01-13 07:00:00,"WI-DA-99",0.67,5.2,0.62,NA,17.018,132.08,15.748
2024-01-13,2024-01-13 07:00:00,"WI-DA-46",0.7,7,NA,NA,17.78,177.8,NA
2024-01-13,2024-01-13 13:00:00,"WI-DA-60",0.21,5.2,NA,NA,5.334,132.08,NA
2024-01-12,2024-01-12 07:00:00,"WI-DA-99",0.13,2.4,0.16,NA,3.302,60.96,4.064
2024-01-12,2024-01-12 07:00:00,"WI-DA-46",0.14,2.1,NA,NA,3.556,53.34,NA
2024-01-12,2024-01-12 09:30:00,"WI-DA-60",0.1,2.2,NA,NA,2.54,55.88,NA
2024-01-11,2024-01-11 08:00:00,"WI-DA-63",0.2,2.5,0.25,NA,5.08,63.5,6.35
2024-01-11,2024-01-11 07:00:00,"WI-DA-99",0.23,2.3,0.2,NA,5.842,58.42,5.08
2024-01-11,2024-01-11 07:00:00,"WI-DA-46",0.24,2.5,NA,NA,6.096,63.5,NA
2024-01-11,2024-01-11 08:00:00,"WI-DA-60",0.17,2,NA,NA,4.318,50.8,NA
2024-01-10,2024-01-10 07:30:00,"WI-DA-63",0.76,7,0.64,NA,19.304,177.8,16.256
2024-01-10,2024-01-10 07:00:00,"WI-DA-99",0.43,5.8,0.63,NA,10.922,147.32,16.002
2024-01-10,2024-01-10 07:00:00,"WI-DA-46",0.65,6.5,0.62,NA,16.51,165.1,15.748
2024-01-10,2024-01-10 09:00:00,"WI-DA-60",0.1,5,NA,NA,2.54,127,NA
2024-01-09,2024-01-09 07:00:00,"WI-DA-63",0.18,1.5,0.17,NA,4.572,38.1,4.318
2024-01-09,2024-01-09 07:00:00,"WI-DA-99",0.14,1.6,0.16,NA,3.556,40.64,4.064
2024-01-09,2024-01-09 07:15:00,"WI-DA-46",0.13,1.6,NA,NA,3.302,40.64,NA
2024-01-09,2024-01-09 09:55:00,"WI-DA-60",NA,1,NA,NA,NA,25.4,NA
2024-01-08,2024-01-08 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-08,2024-01-08 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-08,2024-01-08 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-07,2024-01-07 07:00:00,"WI-DA-99",0.03,0.6,0.04,NA,0.762,15.24,1.016
2024-01-07,2024-01-07 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-06,2024-01-06 07:00:00,"WI-DA-99",0.07,1.2,0.06,NA,1.778,30.48,1.524
2024-01-06,2024-01-06 07:15:00,"WI-DA-46",0.09,NA,NA,NA,2.286,NA,NA
2024-01-06,2024-01-06 09:00:00,"WI-DA-60",0.14,1.8,NA,NA,3.556,45.72,NA
2024-01-05,2024-01-05 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-05,2024-01-05 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-04,2024-01-04 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-04,2024-01-04 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-04,2024-01-04 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-03,2024-01-03 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-03,2024-01-03 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-03,2024-01-03 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-02,2024-01-02 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2024-01-02,2024-01-02 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2024-01-02,2024-01-02 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2024-01-01,2024-01-01 08:00:00,"WI-DA-63",0.06,0.5,NA,NA,1.524,12.7,NA
2024-01-01,2024-01-01 07:00:00,"WI-DA-99",0.04,0.5,0.06,NA,1.016,12.7,1.524
2024-01-01,2024-01-01 07:00:00,"WI-DA-46",0.04,0.5,NA,NA,1.016,12.7,NA
2023-12-31,2023-12-31 08:00:00,"WI-DA-63",0,NA,NA,NA,0,NA,NA
2023-12-31,2023-12-31 07:00:00,"WI-DA-99",0.01,0.1,0.01,NA,0.254,2.54,0.254
2023-12-31,2023-12-31 07:00:00,"WI-DA-46",0.02,0,NA,NA,0.508,0,NA
2023-12-30,2023-12-30 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-30,2023-12-30 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-30,2023-12-30 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-29,2023-12-29 08:00:00,"WI-DA-63",0.5,2.2,0.36,NA,12.7,55.88,9.144
2023-12-29,2023-12-29 07:00:00,"WI-DA-99",0.42,2.5,0.42,NA,10.668,63.5,10.668
2023-12-29,2023-12-29 07:00:00,"WI-DA-46",0.46,2.3,NA,NA,11.684,58.42,NA
2023-12-29,2023-12-29 08:00:00,"WI-DA-60",0.03,0,NA,NA,0.762,0,NA
2023-12-28,2023-12-28 07:30:00,"WI-DA-63",0.09,0.9,0.09,NA,2.286,22.86,2.286
2023-12-28,2023-12-28 07:00:00,"WI-DA-99",0.05,0.8,NA,NA,1.27,20.32,NA
2023-12-28,2023-12-28 07:00:00,"WI-DA-46",0.06,0.5,NA,NA,1.524,12.7,NA
2023-12-28,2023-12-28 13:00:00,"WI-DA-60",0.27,2.2,NA,NA,6.858,55.88,NA
2023-12-27,2023-12-27 08:00:00,"WI-DA-63",0.01,0,NA,NA,0.254,0,NA
2023-12-27,2023-12-27 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-27,2023-12-27 07:00:00,"WI-DA-46",0,NA,NA,NA,0,NA,NA
2023-12-26,2023-12-26 08:00:00,"WI-DA-63",0.48,NA,NA,NA,12.192,NA,NA
2023-12-26,2023-12-26 07:00:00,"WI-DA-99",0.44,0,NA,NA,11.176,0,NA
2023-12-26,2023-12-26 07:00:00,"WI-DA-46",0.41,NA,NA,NA,10.414,NA,NA
2023-12-26,2023-12-26 08:00:00,"WI-DA-60",0.44,NA,NA,NA,11.176,NA,NA
2023-12-25,2023-12-25 08:00:00,"WI-DA-63",0.08,NA,NA,NA,2.032,NA,NA
2023-12-25,2023-12-25 07:00:00,"WI-DA-99",0.05,0,NA,NA,1.27,0,NA
2023-12-25,2023-12-25 07:00:00,"WI-DA-46",0.07,NA,NA,NA,1.778,NA,NA
2023-12-24,2023-12-24 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-24,2023-12-24 07:00:00,"WI-DA-99",0.01,0,NA,NA,0.254,0,NA
2023-12-24,2023-12-24 07:57:00,"WI-DA-46",0.01,NA,NA,NA,0.254,NA,NA
2023-12-23,2023-12-23 08:00:00,"WI-DA-63",0.05,NA,NA,NA,1.27,NA,NA
2023-12-23,2023-12-23 07:00:00,"WI-DA-99",0.15,0,NA,NA,3.81,0,NA
2023-12-23,2023-12-23 07:00:00,"WI-DA-46",0.04,NA,NA,NA,1.016,NA,NA
2023-12-22,2023-12-22 08:00:00,"WI-DA-63",0,NA,NA,NA,0,NA,NA
2023-12-22,2023-12-22 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-22,2023-12-22 07:00:00,"WI-DA-46",0,NA,NA,NA,0,NA,NA
2023-12-21,2023-12-21 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-21,2023-12-21 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-20,2023-12-20 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-20,2023-12-20 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-19,2023-12-19 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-19,2023-12-19 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-18,2023-12-18 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-18,2023-12-18 07:00:00,"WI-DA-99",0.01,0.1,NA,NA,0.254,2.54,NA
2023-12-18,2023-12-18 07:00:00,"WI-DA-46",0.01,0,NA,NA,0.254,0,NA
2023-12-18,2023-12-18 08:00:00,"WI-DA-60",0.01,0.2,NA,NA,0.254,5.08,NA
2023-12-17,2023-12-17 07:00:00,"WI-DA-63",0.11,NA,NA,NA,2.794,NA,NA
2023-12-17,2023-12-17 07:00:00,"WI-DA-99",0.12,0,NA,NA,3.048,0,NA
2023-12-17,2023-12-17 07:00:00,"WI-DA-46",0.13,NA,NA,NA,3.302,NA,NA
2023-12-17,2023-12-17 08:00:00,"WI-DA-60",0.13,NA,NA,NA,3.302,NA,NA
2023-12-16,2023-12-16 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-16,2023-12-16 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-15,2023-12-15 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-15,2023-12-15 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-15,2023-12-15 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-14,2023-12-14 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-14,2023-12-14 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-14,2023-12-14 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-13,2023-12-13 07:30:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-13,2023-12-13 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-13,2023-12-13 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-12,2023-12-12 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-12,2023-12-12 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-12,2023-12-12 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-11,2023-12-11 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-11,2023-12-11 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-11,2023-12-11 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-10,2023-12-10 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-10,2023-12-10 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-10,2023-12-10 07:00:00,"WI-DA-46",0,NA,NA,NA,0,NA,NA
2023-12-09,2023-12-09 07:30:00,"WI-DA-63",0.22,NA,NA,NA,5.588,NA,NA
2023-12-09,2023-12-09 07:00:00,"WI-DA-99",0.24,0,NA,NA,6.096,0,NA
2023-12-09,2023-12-09 07:45:00,"WI-DA-46",0.25,NA,NA,NA,6.35,NA,NA
2023-12-09,2023-12-09 08:00:00,"WI-DA-60",0.21,NA,NA,NA,5.334,NA,NA
2023-12-08,2023-12-08 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-08,2023-12-08 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-07,2023-12-07 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-07,2023-12-07 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-07,2023-12-07 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-06,2023-12-06 07:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-06,2023-12-06 07:00:00,"WI-DA-99",0,0,0,NA,0,0,0
2023-12-06,2023-12-06 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-12-05,2023-12-05 07:30:00,"WI-DA-63",0.08,0.9,0.08,NA,2.032,22.86,2.032
2023-12-05,2023-12-05 07:00:00,"WI-DA-99",0.07,0.8,0.06,NA,1.778,20.32,1.524
2023-12-05,2023-12-05 07:00:00,"WI-DA-46",0.06,0.7,NA,NA,1.524,17.78,NA
2023-12-05,2023-12-05 08:00:00,"WI-DA-60",0.06,0.5,NA,NA,1.524,12.7,NA
2023-12-04,2023-12-04 08:00:00,"WI-DA-63",0.05,0,NA,NA,1.27,0,NA
2023-12-04,2023-12-04 07:00:00,"WI-DA-99",0.01,0,NA,NA,0.254,0,NA
2023-12-04,2023-12-04 07:00:00,"WI-DA-46",0.03,0,NA,NA,0.762,0,NA
2023-12-03,2023-12-03 07:45:00,"WI-DA-63",0.25,1.4,0.25,NA,6.35,35.56,6.35
2023-12-03,2023-12-03 07:00:00,"WI-DA-99",0.24,1.5,NA,NA,6.096,38.1,NA
2023-12-03,2023-12-03 07:00:00,"WI-DA-46",0.27,1.2,NA,NA,6.858,30.48,NA
2023-12-03,2023-12-03 08:00:00,"WI-DA-60",0.17,1,NA,NA,4.318,25.4,NA
2023-12-02,2023-12-02 08:00:00,"WI-DA-63",0.03,0.5,NA,NA,0.762,12.7,NA
2023-12-02,2023-12-02 07:00:00,"WI-DA-99",0.04,0.4,NA,NA,1.016,10.16,NA
2023-12-02,2023-12-02 07:00:00,"WI-DA-46",0.02,0.2,NA,NA,0.508,5.08,NA
2023-12-02,2023-12-02 09:00:00,"WI-DA-60",0,0,NA,NA,0,0,NA
2023-12-01,2023-12-01 08:00:00,"WI-DA-63",0,0,NA,NA,0,0,NA
2023-12-01,2023-12-01 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-12-01,2023-12-01 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-11-30,2023-11-30 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
2023-11-30,2023-11-30 07:00:00,"WI-DA-46",0,0,NA,NA,0,0,NA
2023-11-29,2023-11-29 07:00:00,"WI-DA-99",0,0,NA,NA,0,0,NA
